-0.14193 -0.20177 -0.032933 -0.035703 -0.10459 0.033905 0.081738 -0.0024662 0.065852 0.25225 -0.15058 -0.01735 0.1253 0.034064 -0.31011 0.056771 -0.020326 0.21454 0.11718 -0.45985 0.29254 -0.078576 -0.24021 -0.15384 0.19941 -0.77353 0.34079 0.87846 0.40492 -0.6242 -0.667 0.4155 0.77324 -0.19702 -0.81804 -0.023918 0.77506 0.69226 -0.091602 -0.7793 -0.74381 -0.019302 0.69656 0.86584 0.4877 -0.18109 -0.76274 -0.84558 -0.34761
-0.092525 -0.023997 -0.1048 -0.049754 0.060616 0.018867 0.086361 0.10528 -0.13765 -0.23771 0.032027 0.43628 0.21391 0.021591 -0.29409 0.091201 0.22651 0.17156 -0.48196 -0.16974 0.1967 -0.5264 0.66024 -0.29135 0.17345 0.68551 -0.52884 -0.89423 -0.41039 0.58782 0.7703 -0.21086 -0.85747 -0.1678 0.81117 0.50009 -0.40517 -0.87776 -0.5482 0.24943 0.838 0.73046 0.065374 -0.60547 -0.90129 -0.72052 -0.12441 0.57657 0.90969
-0.12097 -0.099356 0.058943 -0.091607 -0.12222 0.1015 -0.07889 -0.11484 0.3043 -0.22116 0.016188 0.54523 0.19291 -0.00057644 -0.13999 -0.013099 0.13644 -0.30585 0.081373 0.57443 -0.47568 0.7204 -0.74914 0.47863 -0.28856 -0.68717 0.47518 0.91718 0.62582 -0.31257 -0.86884 -0.25694 0.71584 0.67467 -0.39969 -0.87238 -0.35509 0.45902 0.88819 0.62316 -0.11111 -0.76911 -0.86333 -0.4393 0.17758 0.71427 0.91047 0.59505 -0.060845
-0.089063 0.0077448 0.086834 -0.049919 -0.25626 0.076581 0.016825 0.0076398 0.010512 0.0063065 -0.076464 0.53299 0.056703 -0.044924 0.16796 -0.19943 -0.33958 0.077529 0.33303 -0.63323 0.54729 -0.74687 0.76734 -0.48332 0.18266 0.80079 -0.19242 -0.82392 -0.87342 -0.22623 0.66177 0.77106 -0.10782 -0.84865 -0.41471 0.54825 0.89187 0.50406 -0.24803 -0.81599 -0.8274 -0.26623 0.43799 0.8607 0.86942 0.50338 -0.11756 -0.7107 -0.92098
-0.031611 0.097736 0.12841 0.057613 -0.18528 -0.12034 -0.082574 0.081707 -0.29914 0.068836 -0.088496 0.22481 -0.17366 0.027997 0.13231 0.14093 0.25665 0.16444 -0.53024 0.60735 -0.57119 0.77022 -0.7879 0.31195 0.14091 -0.86552 -0.32547 0.38302 0.7973 0.79333 0.047862 -0.78407 -0.70213 0.20689 0.88046 0.46204 -0.33677 -0.85311 -0.79636 -0.23614 0.47133 0.89137 0.77621 0.29078 -0.27867 -0.74565 -0.92177 -0.6609 -0.077083
0.18037 -0.16473 -0.091758 0.006198 0.076544 0.088554 0.13362 0.0066165 -0.37527 -0.042609 0.11349 -0.46299 -0.15482 0.094523 -0.17997 0.044058 -0.10993 -0.29889 0.59744 -0.63545 0.60319 -0.77761 0.71788 0.074826 -0.6003 0.60027 0.83759 0.40889 -0.10777 -0.77221 -0.81429 -0.050536 0.7631 0.7593 -0.15961 -0.85181 -0.77609 -0.19502 0.4939 0.88895 0.78334 0.22241 -0.42732 -0.83918 -0.91307 -0.66412 -0.13931 0.48199 0.87841
0.094355 0.14471 -0.028629 -0.0045937 0.05199 -0.046262 0.06489 -0.002761 -0.34125 -0.26275 0.41503 -0.4179 0.17214 -0.16072 0.076237 -0.18902 0.029239 0.33921 -0.59603 0.70981 -0.58245 0.62458 -0.38166 -0.58362 0.86499 0.12765 -0.78421 -0.9474 -0.77934 -0.13923 0.62284 0.879 0.29375 -0.5859 -0.85778 -0.23612 0.49465 0.89039 0.79545 0.28611 -0.37308 -0.8467 -0.88481 -0.56168 -0.076338 0.44113 0.83611 0.91028 0.59723
-0.032411 0.18273 0.26255 0.12494 -0.048478 0.020858 0.01693 -0.0087364 -0.16741 -0.27737 0.041998 0.60219 0.0019067 0.14443 0.019478 0.26332 -0.050845 -0.28648 0.48766 -0.705 0.3721 -0.15449 -0.2616 0.8199 -0.47645 -0.84156 -0.10772 0.41539 0.71657 0.91187 0.5318 -0.30883 -0.87964 -0.66032 0.25736 0.86867 0.81328 0.32127 -0.32182 -0.80243 -0.90753 -0.57085 0.0011862 0.52574 0.84892 0.92748 0.70473 0.1923 -0.39275
-0.03179 -0.087113 0.083766 -0.20221 -0.041937 0.087188 0.029273 -0.082056 0.15776 0.15777 -0.53267 -0.22458 -0.12829 -0.10759 -0.072346 -0.27274 0.18203 0.10341 -0.18242 0.42815 0.10224 -0.52688 0.81431 -0.32887 -0.46927 0.6109 0.92199 0.74616 0.4705 -0.18575 -0.77567 -0.85339 -0.25413 0.56508 0.89563 0.41794 -0.26058 -0.76843 -0.9221 -0.67222 -0.12934 0.48517 0.86489 0.91811 0.71315 0.31161 -0.21787 -0.71083 -0.937
-0.17466 -0.058063 -0.21374 0.25751 0.15508 0.061528 0.061639 -0.1794 0.28772 0.20704 0.45087 -0.141 0.17478 0.10029 0.095005 0.1975 -0.39264 0.22056 -0.31673 0.1793 -0.60772 0.84299 -0.57801 -0.60256 0.86396 0.52178 -0.32145 -0.68576 -0.83948 -0.90833 -0.53041 0.23868 0.83756 0.8052 0.046196 -0.6882 -0.92693 -0.73349 -0.24143 0.34038 0.79286 0.92667 0.70129 0.27714 -0.18019 -0.6033 -0.89237 -0.90468 -0.60237
-0.068552 0.09722 -0.2822 -0.25958 0.19462 0.048148 0.065256 -0.069861 -0.058856 -0.29407 -0.11314 0.32688 -0.18596 -0.14706 -0.093596 -0.0009077 0.55688 -0.54599 0.72616 -0.74236 0.58912 -0.23041 -0.42855 0.73524 0.077629 -0.81448 -0.87354 -0.68499 -0.48179 0.086792 0.66855 0.91999 0.5641 -0.19802 -0.85924 -0.81435 -0.34588 0.23259 0.71501 0.93012 0.80726 0.36857 -0.17207 -0.61282 -0.8721 -0.9396 -0.76651 -0.33551 0.20281
-0.15263 -0.10324 0.13859 0.072462 0.032064 0.094305 -0.01207 0.18502 -0.19817 0.18577 -0.16804 -0.37033 0.19555 0.24889 0.054066 -0.29769 -0.45231 0.54822 -0.55497 0.57421 0.15874 -0.7444 0.83452 0.34712 -0.9086 -0.43849 0.32359 0.6125 0.73569 0.93069 0.78824 0.19841 -0.51701 -0.91315 -0.62995 0.069423 0.62791 0.91054 0.87571 0.54728 0.029006 -0.51665 -0.85935 -0.94085 -0.81506 -0.51505 -0.059532 0.45697 0.83043
0.04509 -0.049902 0.011962 0.10961 -0.055296 0.16536 -0.088887 -0.012414 0.16575 -0.058164 0.31031 0.31112 -0.21073 -0.36266 0.044756 0.52491 -0.034277 -0.02127 -0.26093 0.36033 -0.7367 0.57405 0.20502 -0.81043 -0.05988 0.77961 0.93821 0.86352 0.76798 0.36212 -0.21789 -0.77841 -0.91401 -0.50196 0.32127 0.85291 0.91642 0.6594 0.19772 -0.32014 -0.747 -0.93981 -0.83606 -0.53763 -0.16311 0.25452 0.65822 0.91877 0.91154
